restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
Spices & Chillies,Restaurant,"North Indian,Chinese,Momos",3.6,800,Near Andheri West Station,Mumbai
Kamdar's Chinese Food,Restaurant,"Chinese,North Indian",3.6,700,Dahisar East,Mumbai
Backyard Cafe Restro Bar,Restaurant,"North Indian,Chinese,Continental",3.9,1000,Ghodbunder Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Freshers - The Cake Shop,Restaurant,Desserts,3.3,300,Kandivali West,Mumbai
Food Boutique,Restaurant,"Bakery,Desserts,Healthy Food",3.0,600,Hill Road-- Bandra West,Mumbai
Shahid Javed Kebab Center,Restaurant,"Kebab,Fast Food",3.3,150,Goregaon West,Mumbai
The Waffle Cafe,Restaurant,"Desserts,Fast Food",2.9,300,Mira Road,Mumbai
South Vibes,Restaurant,North Indian,-,400,Goregaon East,Mumbai
Lucknowee Dum Biryani,Restaurant,Biryani,3.3,300,Jogeshwari,Mumbai
Hotel Vihaan,Restaurant,"North Indian,Mughlai,Chinese,Biryani",-,500,Dombivali West,Mumbai
Cakes & Confection's,Restaurant,Desserts,-,300,Naupada-- Thane West,Mumbai
El Forno Woodfired Pizzeria,Restaurant,Pizza,3.0,800,Vasai,Mumbai
Homely Foods,Restaurant,"Fast Food,North Indian",-,300,Goregaon West,Mumbai
Mumbaiya Pratha,Restaurant,"North Indian,Chinese",-,300,Worli,Mumbai
Banarasi Fast Food,Restaurant,"South Indian,North Indian",3.0,200,Chakala,Mumbai
RV Food Express,Restaurant,"North Indian,Chinese",-,500,Vasai,Mumbai
Shree Krishna Fast Food & Juice Center,Restaurant,"Fast Food,Beverages",NEW,150,Kharghar,Mumbai
Chai Adda & Fastfood,Restaurant,"Fast Food,Beverages",NEW,150,Mira Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Mom's Magic Fast Food Corner,Restaurant,Fast Food,NEW,200,Kurla,Mumbai
Pastry Bite Cafe,Restaurant,"Bakery,Desserts,Fast Food,Beverages",NEW,400,Mumbra,Mumbai
Tawa Twist,Restaurant,"South Indian,Street Food,Fast Food",Opening,350,Goregaon East,Mumbai
Jijabai Fast Food Takatak,Restaurant,Fast Food,NEW,250,Santacruz West,Mumbai
Hotel Saravana,Restaurant,South Indian,NEW,100,Ulwe,Mumbai
Hotel Sai Palace,Restaurant,"North Indian,Chinese,Seafood,Beverages,Desserts",NEW,350,Dombivali East,Mumbai
Delight Momos,Restaurant,Momos,-,200,Airoli,Mumbai
Tandoor Spice,Restaurant,North Indian,NEW,300,Majiwada-- Thane West,Mumbai
Thaska Hotel,Restaurant,Chinese,NEW,300,Near Andheri East Station,Mumbai
Burritos,Restaurant,"North Indian,Fast Food",NEW,300,Powai,Mumbai
Kwality Catering,Restaurant,"North Indian,Chinese",NEW,500,Ghatkopar West,Mumbai
MM Fast Food And Juice Centre,Restaurant,"Fast Food,Beverages",NEW,400,Bhandup,Mumbai
Aahren's Kitchen,Restaurant,"Continental,Pizza,North Indian,Chinese",NEW,650,Marine Lines,Mumbai
Israel Town,Restaurant,"Bakery,Ice Cream,Desserts",-,300,Chandivali,Mumbai
Spice9kitchen,Restaurant,North Indian,-,300,Kandivali West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Mumbai 79,Restaurant,"North Indian,Asian",3.4,800,Powai,Mumbai
Bao Bao,Restaurant,Asian,3.9,600,Kandivali East,Mumbai
Fruitcuts,Restaurant,Healthy Food,3.3,250,Chembur,Mumbai
China Saffron,Restaurant,"North Indian,Chinese",NEW,400,Juhu,Mumbai
100 Gods Kitchen,Restaurant,Rolls,NEW,300,Castle Mill-- Thane West,Mumbai
Mohd Nasir Pav Bhaji and Bhurji Centre,Restaurant,"Fast Food,North Indian",NEW,450,Vile Parle West,Mumbai
Bombay Sigdi,Restaurant,North Indian,3.6,500,Parel,Mumbai
Dosa Express,Restaurant,"South Indian,Sandwich,Pizza",2.8,300,Borivali West,Mumbai
Food Factory,Restaurant,"North Indian,Biryani",3.5,400,Mahakali,Mumbai
Ice-O-Cafe,Restaurant,"Desserts,Beverages",3.3,350,Colaba,Mumbai
Burger World,Restaurant,"Burger,Fast Food",2.7,200,Mira Road,Mumbai
Plattered,Restaurant,Bakery,3.6,450,Chembur,Mumbai
Krispies,Restaurant,"Biryani,North Indian,Chinese",3.7,500,Vile Parle East,Mumbai
China Land,Restaurant,Chinese,-,450,K Star Mall-- Chembur,Mumbai
Biryani Factory,Restaurant,"Biryani,North Indian",3.1,500,Vile Parle West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
MNT Kitchen,Restaurant,"North Indian,Chinese",3.6,500,Near Andheri East Station,Mumbai
Cake Hub,Restaurant,"Desserts,Bakery",3.5,500,Nerul,Mumbai
Fit Foodies Cafe,Restaurant,Fast Food,3.4,400,Kandivali East,Mumbai
Nirmal Dhaba,Restaurant,North Indian,3.2,200,Marol,Mumbai
Taste N Best,Restaurant,Fast Food,3.4,400,Kalamboli,Mumbai
Vividham - Aparna Chitre Kitchen,Restaurant,Maharashtrian,3.2,500,Khopat-- Thane West,Mumbai
FoodSafari,Restaurant,"Chinese,North Indian",3.3,500,Dombivali East,Mumbai
Foodies,Restaurant,Fast Food,3.1,200,Goregaon West,Mumbai
Choco Dolce,Restaurant,"Desserts,Beverages",3.1,400,Charni Road,Mumbai
Vijay Chinese Corner,Restaurant,"Chinese,North Indian",-,400,Ghodbunder Road,Mumbai
Sukh Sagar Pure Veg,Restaurant,North Indian,-,250,Kalamboli,Mumbai
WOW Fresh Bake,Restaurant,Bakery,3.1,400,Vasai,Mumbai
Diletto,Restaurant,"Bakery,Desserts",-,300,Bhayandar,Mumbai
We Rollin?,Restaurant,Rolls,3.1,250,Powai,Mumbai
Hungry Momos,Restaurant,"Fast Food,Chinese",3.3,200,Sion,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Top 10 II,Restaurant,"Chinese,North Indian,Continental,Kebab",2.8,300,Borivali West,Mumbai
Time Pass Corner,Restaurant,"North Indian,Fast Food",3.5,350,Naupada-- Thane West,Mumbai
Al Nuqtat,Restaurant,"Desserts,Beverages,Sandwich,Arabian,Pizza,Italian,Lebanese",3.7,300,Jogeshwari,Mumbai
Chatosia A Chaat Mania,Restaurant,Street Food,3.2,200,Mohammad Ali Road,Mumbai
Shree Sai Fast Food,Restaurant,"Chinese,Fast Food,Street Food",3.2,300,Virar,Mumbai
Superfood Cafe,Restaurant,Healthy Food,3.6,400,Kandivali East,Mumbai
Happicles,Restaurant,Ice Cream,4.0,250,New Panvel,Mumbai
Kattaa,Restaurant,"Cafe,Chinese,Fast Food,North Indian",3.4,300,Dombivali East,Mumbai
Tanvish Cafe & Ice Cream Parlour,Restaurant,"Cafe,Desserts",2.8,600,Kamothe,Mumbai
New Sam's Kitchen,Restaurant,"North Indian,Chinese,Mughlai,Kebab",3.2,400,Goregaon East,Mumbai
Mystic Palace Restaurant,Restaurant,"North Indian,Chinese,Mughlai",3.5,400,Nerul,Mumbai
Gurukrupa Family Restaurant,Restaurant,"Chinese,North Indian",3.1,500,Virar,Mumbai
Café Royale,Restaurant,"Desserts,Sandwich,Wraps,Fast Food,North Indian",-,400,Borivali West,Mumbai
Food Gravity,Restaurant,Fast Food,3.5,400,Airoli,Mumbai
Red Chilli,Restaurant,Chinese,-,300,Sion,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Amrut Soda,Restaurant,Beverages,3.2,150,Dahisar East,Mumbai
Healthy Culture,Restaurant,"Continental,Healthy Food",NEW,300,Hill Road-- Bandra West,Mumbai
Imran Fast Food Center,Restaurant,Chinese,NEW,100,Vasai,Mumbai
Soda Frankee Hut,Restaurant,Fast Food,NEW,400,Kandivali East,Mumbai
Star Food Care,Restaurant,"North Indian,Chinese,Seafood",NEW,400,Chembur,Mumbai
Munch Korner,Restaurant,"Fast Food,Desserts",NEW,350,Byculla,Mumbai
Cake Lovers,Restaurant,"Bakery,Desserts",-,500,Ghansoli,Mumbai
Spice Destination,Restaurant,"Fast Food,North Indian",-,350,Vasai,Mumbai
Mac's Cozinha,Restaurant,Fast Food,3.4,400,Vasai,Mumbai
Pure Punjabi,Restaurant,"North Indian,Chinese",2.8,600,Mira Road,Mumbai
Bite & Slurp,Restaurant,"Fast Food,Desserts,Beverages",-,300,Dadar East,Mumbai
Sindhi Delicacies By Krishna,Restaurant,"North Indian,Sindhi,Fast Food",-,550,Wadala,Mumbai
Hotel Good Vibes,Restaurant,"North Indian,Chinese",3.4,700,Kopar Khairane,Mumbai
My Waffle,Restaurant,Desserts,-,300,Mumbai Central,Mumbai
Malvani Swag,Restaurant,"Goan,Malwani,North Indian,Lebanese,Fast Food",2.9,650,Hiranandani Estate-- Thane West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Kia's Food Carnival,Restaurant,Fast Food,3.5,250,CBD-Belapur,Mumbai
Planet 8,Restaurant,"Desserts,Beverages",3.1,300,Upvan-- Thane West,Mumbai
Frullato Juices,Restaurant,Juices,3.8,300,Mahakali,Mumbai
Hotel Shree Laxmi,Restaurant,Chinese,3.4,400,Santacruz East,Mumbai
Ira’s Chinese Corner,Restaurant,Chinese,-,200,Virar,Mumbai
Sachin Nashta Corner,Restaurant,Street Food,3.2,100,Kalyan,Mumbai
Viraj Restaurant,Restaurant,"North Indian,Chinese",NEW,400,Kandivali East,Mumbai
Hotel New Vikrant,Restaurant,"South Indian,Maharashtrian",-,150,Wagle Estate-- Thane West,Mumbai
Niblette,Restaurant,"North Indian,Chinese,Continental",3.4,900,Near Andheri West Station,Mumbai
Konkan Chinese Corner,Restaurant,Chinese,-,400,Near Andheri East Station,Mumbai
Feast Cakes and Bakes,Restaurant,"Desserts,Bakery",2.8,250,Chembur,Mumbai
The Toast & Grill,Restaurant,Fast Food,NEW,400,Sakinaka,Mumbai
Fusion Grill,Restaurant,"North Indian,Chinese,Continental",3.9,700,CBD-Belapur,Mumbai
The Filling Place,Restaurant,"South Indian,Fast Food",3.2,300,Chembur,Mumbai
Navratna,Restaurant,"Biryani,Beverages,Desserts,North Indian,Chinese",3.6,650,Santacruz East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Akasha Food Heaven,Restaurant,"Fast Food,Pizza,Mediterranean",NEW,600,Kharghar,Mumbai
J'adore,Restaurant,"Bakery,Desserts",3.2,300,Juhu,Mumbai
Sicilian Pizza,Restaurant,Pizza,-,400,Kandivali East,Mumbai
Mom's Kitchen,Restaurant,Chinese,3.0,300,Sion,Mumbai
Vijay Bhelpuri,Restaurant,Street Food,3.0,150,Chembur,Mumbai
Atithi Devo Bhavh,Restaurant,North Indian,3.3,300,Chakala,Mumbai
Bawarchi Fast Food And Chinese Corner,Restaurant,"Chinese,North Indian",3.3,400,Sion,Mumbai
Friends Fast Food,Restaurant,"Fast Food,Maharashtrian",3.1,150,Worli,Mumbai
Desi Videshi Cafe,Restaurant,"North Indian,Continental,Thai",Opening,500,Ghodbunder Road,Mumbai
The Burrrp Cafe,Restaurant,"Fast Food,Chinese,Momos,Italian,Burger",4.0,800,Ghatkopar East,Mumbai
Hotel Virangula,Restaurant,"North Indian,Chinese",2.6,300,Ghansoli,Mumbai
Hybro Fresh Deli,Restaurant,Fast Food,3.2,400,Powai,Mumbai
Om Sai Juice And Fast Food,Restaurant,"Fast Food,Beverages",3.1,250,Chembur,Mumbai
Ntick,Restaurant,"American,Fast Food",3.2,250,Virar,Mumbai
Desi Food Factory,Restaurant,North Indian,NEW,300,Sion,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Bhaktica Foods,Restaurant,"Chinese,South Indian,North Indian",3.1,400,Majiwada-- Thane West,Mumbai
Eaternet,Restaurant,Ice Cream,3.0,200,Vikhroli,Mumbai
Devi Jyoti,Restaurant,"North Indian,Chinese,Mughlai",3.2,600,Bhayandar,Mumbai
Marathi Jewan,Restaurant,"Maharashtrian,Chinese",3.5,350,Mira Road,Mumbai
Pandurang Wada Pav And Sandwich Centre,Restaurant,Street Food,3.5,100,Goregaon East,Mumbai
Juicy Shakey,Restaurant,"Fast Food,Beverages",3.0,250,Lower Parel,Mumbai
Eat & Run,Restaurant,"Beverages,Fast Food",3.5,200,Mira Road,Mumbai
China Town,Restaurant,"North Indian,Chinese",NEW,400,Chembur,Mumbai
Hotel Food Factory,Restaurant,"North Indian,Chinese",3.0,500,Kalyan,Mumbai
RC NX Family Restaurant And Bar,Restaurant,"North Indian,South Indian,Chinese,Seafood,Mughlai",-,500,Virar,Mumbai
Sin - Marine Plaza,Restaurant,"Desserts,Bakery",4.0,600,Marine Plaza-- Marine Lines,Mumbai
Shree Uma Lunch,Restaurant,"North Indian,Gujarati",3.2,150,Kamothe,Mumbai
Yumm-Hai-Hum,Restaurant,"Chinese,North Indian,Mughlai,South Indian",3.7,300,Near Andheri East Station,Mumbai
Hmmm Cheesy,Restaurant,"Fast Food,Pizza,Beverages",3.5,300,Virar,Mumbai
Bismillah Caterers,Restaurant,"Biryani,Lebanese,North Indian,Rolls",3.2,350,Chembur,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Sawant Malwani Fast Food,Restaurant,"Malwani,Fast Food",3.4,250,Borivali West,Mumbai
SugarOverDose,Restaurant,"Bakery,Desserts",3.3,400,Sakinaka,Mumbai
Padmalaxmi,Restaurant,"North Indian,Seafood,Chinese,Mughlai",3.3,500,Kalyan,Mumbai
Radhe Krishna Kathiyawadi Zaika,Restaurant,Gujarati,3.3,400,Kandivali West,Mumbai
Seasons - Fine Dine Bar,Restaurant,"North Indian,South Indian,Chinese",2.9,500,Nalasopara,Mumbai
Noodle In Box,Restaurant,Chinese,3.6,500,Ulhasnagar,Mumbai
Hotel Trupti,Restaurant,"North Indian,Chinese,Biryani",2.9,500,Vasai,Mumbai
New Punjab Family Restaurant and Bar,Restaurant,"North Indian,Chinese",3.6,800,Old Panvel,Mumbai
Hot n Tasty,Restaurant,"Chinese,Fast Food",3.6,450,Bhayandar,Mumbai
Organic Su Casa,Restaurant,Fast Food,3.4,500,Mira Road,Mumbai
Topiitto,Restaurant,"Pizza,Fast Food",3.6,400,Pali Hill-- Bandra West,Mumbai
Kokan Katta,Restaurant,"Malwani,North Indian,Chinese,Seafood",3.7,650,Kamothe,Mumbai
Feast India Company,Restaurant,"North Indian,Chinese,Continental",3.5,700,Khar,Mumbai
Paanlicious,Restaurant,"Paan,Desserts",3.6,300,Colaba,Mumbai
Dwar Family Restaurant & Bar,Restaurant,"North Indian,South Indian,Chinese,Seafood",-,500,Vasai,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Stacks And Racks,Restaurant,"American,Burger,Fast Food",4.4,1000,Malad West,Mumbai
The Appetite Momos,Restaurant,"Chinese,Momos,Fast Food,Tibetan,Asian",4.3,200,Naupada-- Thane West,Mumbai
Pancham Puriwala,Restaurant,North Indian,4.1,200,Fort,Mumbai
Banana Leaf,Restaurant,"South Indian,North Indian",4.1,900,7 Bungalows-- Andheri West,Mumbai
B Bhagat Tarachand,Restaurant,North Indian,4.1,550,Marine Lines,Mumbai
Sweet County,Restaurant,Bakery,3.5,400,Kandivali West,Mumbai
Mumbai Tadka,Restaurant,"North Indian,Chinese",3.3,600,Mulund West,Mumbai
The Rice & Bowl,Restaurant,"Chinese,North Indian,Thai,Seafood",3.7,800,7 Bungalows-- Andheri West,Mumbai
Roast,Restaurant,"Chinese,North Indian",3.6,600,Panch Pakhadi-- Thane West,Mumbai
Paleteria- Bar Bank,Restaurant,"Ice Cream,Desserts",3.4,300,Bar Bank-- Juhu,Mumbai
Hotel Prashant,Restaurant,"North Indian,South Indian,Chinese,Hyderabadi",3.8,600,Khopat-- Thane West,Mumbai
Brewville Cafe,Restaurant,Cafe,3.8,900,Ulhasnagar,Mumbai
Lemon N Spice,Restaurant,"Fast Food,Italian,Beverages",4.0,350,Girgaum,Mumbai
Hotel Vishwa Palace,Restaurant,"North Indian,Mughlai,Chinese,Seafood",3.5,800,Kalyan,Mumbai
Ambience Bar & Kitchen,Restaurant,"Chinese,North Indian,Malwani",3.8,1200,Lower Parel,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Pushpak Restaurant & Bar,Restaurant,"Chinese,North Indian",2.8,500,Bhayandar,Mumbai
Lebanese Tadka,Restaurant,"Mughlai,Lebanese",2.8,200,Kalyan,Mumbai
Dragon Chinese Food Corner,Restaurant,Chinese,3.3,350,Kalwa,Mumbai
NYC Food,Restaurant,Malwani,NEW,500,Mira Road,Mumbai
The Mom's Kitchen,Restaurant,Chinese,-,450,Bhandup,Mumbai
Sushi D'lite,Restaurant,Japanese,3.3,900,Khar,Mumbai
Dada's Chinese,Restaurant,"Chinese,Fast Food",3.3,400,Dahisar East,Mumbai
Red N Pepper,Restaurant,"Chinese,North Indian",-,400,Versova-- Andheri West,Mumbai
Cheesy World,Restaurant,Fast Food,NEW,300,Vasai,Mumbai
Hi Street Restaurant,Restaurant,"Chinese,North Indian",3.1,500,Dahisar West,Mumbai
Shaukin Pure Veg Restaurant,Restaurant,"Fast Food,Indian,Street Food",3.3,100,Dombivali East,Mumbai
Malhar Chinese & Barbeque,Restaurant,"Chinese,North Indian",-,800,Bhayandar,Mumbai
Baker's House,Restaurant,Bakery,-,150,Wagle Estate-- Thane West,Mumbai
Hotel Pushparaj,Restaurant,"South Indian,Chinese,Fast Food",3.3,350,Kalyan,Mumbai
A-1 Fast Food Corner,Restaurant,Chinese,2.7,350,Dahisar West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Hotel Shiv Prasad,Restaurant,"South Indian,North Indian,Fast Food,Chinese",3.1,500,Dahisar East,Mumbai
Royal Park Family Restaurant & Bar,Restaurant,"North Indian,Chinese",3.0,600,Kalwa,Mumbai
Retreat,Restaurant,Ice Cream,3.4,100,Vasai,Mumbai
Ajara Veg Restaurant,Restaurant,"North Indian,South Indian,Street Food",2.9,350,Lower Parel,Mumbai
Hotel Sai Prasad,Restaurant,"Chinese,North Indian",-,300,Upvan-- Thane West,Mumbai
Hotel Suruchi,Restaurant,"Seafood,Biryani,Chinese,Malwani",3.2,550,Kharghar,Mumbai
Bake Away,Restaurant,Bakery,-,400,Kamothe,Mumbai
Geeta's Kitchen,Restaurant,"North Indian,Chinese",-,450,Mira Road,Mumbai
Dragon Bowl,Restaurant,Chinese,3.0,400,Bhayandar,Mumbai
Food Therapy,Restaurant,"North Indian,Chinese",3.0,500,Andheri Lokhandwala-- Andheri West,Mumbai
Hotel Swad,Restaurant,North Indian,3.1,300,Khopat-- Thane West,Mumbai
Jeba's Chinese House,Restaurant,Chinese,-,500,Bhayandar,Mumbai
Sweet Tooth by Rachael,Restaurant,Bakery,-,250,Kharghar,Mumbai
JR King Dum Biryani,Restaurant,Biryani,3.0,400,Majiwada-- Thane West,Mumbai
Rome's Kitchen,Restaurant,"Continental,Biryani,Desserts,Goan,North Indian,Chinese,Hyderabadi",3.1,600,CBD-Belapur,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Blend,Restaurant,"Beverages,Juices",-,350,Carter Road-- Bandra West,Mumbai
Sahil Hotel,Restaurant,Fast Food,3.0,250,Kalyan,Mumbai
Indian & More,Restaurant,"Bengali,Chinese,North Indian",3.4,400,Kandivali East,Mumbai
Majalkar Snacks,Restaurant,Fast Food,3.2,100,Vile Parle East,Mumbai
Eleven 45 Inn,Restaurant,Chinese,3.1,500,Vasai,Mumbai
Hotel Sheetal Picnic,Restaurant,North Indian,3.0,300,Kandivali East,Mumbai
Vadera Sweets & Savouries,Restaurant,"Mithai,Fast Food",3.1,200,Tardeo,Mumbai
Fluffy Day,Restaurant,Bakery,3.3,350,Dombivali West,Mumbai
Sai Shabari's,Restaurant,"Chinese,North Indian,Seafood",3.1,500,Dombivali East,Mumbai
The Top Shelf,Restaurant,Bakery,3.3,250,Parel,Mumbai
Sarlas Kitchen,Restaurant,North Indian,3.5,250,Khar,Mumbai
Hotel Bhushan,Restaurant,"Indian,Chinese",-,600,Kalyan,Mumbai
The Fresh Oven Hot,Restaurant,Bakery,3.3,350,Kalwa,Mumbai
BakeWorks,Restaurant,Bakery,-,400,Khar,Mumbai
Regal China,Restaurant,Chinese,3.0,350,Kopar Khairane,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Forever Vegan Cuisine,Restaurant,"North Indian,Chinese",3.1,250,Kharghar,Mumbai
Sachit Kitchen,Restaurant,"Italian,North Indian",3.1,350,Chandivali,Mumbai
Sai Mejwani,Restaurant,Fast Food,2.9,200,Veera Desai Area,Mumbai
Pizza Da Dhaba Cafe,Restaurant,"Fast Food,Italian,Burger",2.7,400,Chandivali,Mumbai
Tavalicious,Restaurant,Biryani,3.1,250,Kharghar,Mumbai
Famous Bakery,Restaurant,Bakery,-,500,Vasai,Mumbai
Sofia Food Corner,Restaurant,Chinese,-,250,4 Bungalows,Mumbai
Vinnie's Smokehouse,Restaurant,"BBQ,North Indian",3.2,250,Kandivali East,Mumbai
Mystic Food Court,Restaurant,Fast Food,3.0,300,Kopar Khairane,Mumbai
Rasoi - The Family Restaurant,Restaurant,North Indian,2.7,500,Dombivali East,Mumbai
My Creamy Creations,Restaurant,Bakery,-,500,Kalwa,Mumbai
Melting Point,Restaurant,Desserts,-,250,Kopar Khairane,Mumbai
TheFoodBox,Restaurant,Biryani,Opening,500,Pali Hill-- Bandra West,Mumbai
Cupcake Studio,Restaurant,Bakery,3.1,300,Sion,Mumbai
Cafe Cheezzlers,Restaurant,Cafe,3.0,450,Mira Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Mumbai King,Restaurant,Fast Food,3.3,250,Sakinaka,Mumbai
La Patisseric Accueil,Restaurant,"Bakery,Fast Food",-,200,Nalasopara,Mumbai
Hotel College Katta,Restaurant,Chinese,3.0,450,New Panvel,Mumbai
Hotel Sablok,Restaurant,"Chinese,North Indian",-,500,Nerul,Mumbai
Bread Food Forward,Restaurant,"Fast Food,Bakery,Ice Cream",3.0,700,Colaba,Mumbai
Annapurna's Kitchen,Restaurant,"Fast Food,South Indian",2.9,400,Kasarvadavli-- Thane West,Mumbai
Great Bowl of China,Restaurant,Chinese,-,400,Vashi,Mumbai
Quality Chinese Corner,Restaurant,Chinese,3.0,300,Mira Road,Mumbai
Hungry Ghost,Restaurant,"Continental,Fast Food",2.8,500,Chandivali,Mumbai
Doughmydear,Restaurant,Bakery,3.3,1500,Veera Desai Area,Mumbai
Little Monsters Cafe,Restaurant,"Continental,Fast Food",-,500,Chandivali,Mumbai
The Spice Rack,Restaurant,North Indian,2.9,1000,Chowpatty,Mumbai
D'Lins,Restaurant,"Mughlai,North Indian",-,800,Vile Parle West,Mumbai
Hotel Gokul,Restaurant,"South Indian,North Indian",2.8,550,Nerul,Mumbai
Firangi,Restaurant,Chinese,-,300,Ulhasnagar,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Vivek,Restaurant,Fast Food,-,200,Vikhroli,Mumbai
Happy Hour's Chinese Corner,Restaurant,Chinese,-,350,Vashi,Mumbai
Taste N See,Restaurant,"Biryani,Chinese",-,500,CBD-Belapur,Mumbai
Pass The Sugar,Restaurant,Bakery,-,300,Santacruz East,Mumbai
Hotel Sindhudurg,Restaurant,"Chinese,Malwani,Seafood",-,400,CBD-Belapur,Mumbai
Spice Kitchen,Restaurant,"Chinese,North Indian",-,400,Kamothe,Mumbai
Mad For Food,Restaurant,"Mughlai,Chinese,North Indian,Continental,Fast Food",2.8,600,Malad West,Mumbai
Urbansauce,Restaurant,"North Indian,Chinese",3.2,500,Mira Road,Mumbai
Prakash Veg Chinese Corner,Restaurant,Chinese,-,300,Mira Road,Mumbai
Shubham Bhojnalay,Restaurant,Gujarati,3.0,100,Mira Road,Mumbai
Vakratund,Restaurant,Street Food,-,200,Kamothe,Mumbai
Chaudhary Restaurant,Restaurant,North Indian,-,200,Kharghar,Mumbai
Sainath,Restaurant,"Chinese,South Indian",-,400,Mahakali,Mumbai
Archie's Kitchen,Restaurant,North Indian,3.1,250,Hiranandani Estate-- Thane West,Mumbai
Mishraji's Little Kitchen,Restaurant,"Chinese,Street Food",3.3,350,Ghatkopar West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Happiness In A Box,Restaurant,Desserts,3.4,1000,Pali Hill-- Bandra West,Mumbai
Famous Lazeez Chinese Corner,Restaurant,Chinese,-,250,Andheri Lokhandwala-- Andheri West,Mumbai
Fountain Sweet and Bakers,Restaurant,"Bakery,Desserts",-,300,Kurla,Mumbai
Foodland,Restaurant,"Fast Food,Street Food,Mithai",3.3,350,Mahakali,Mumbai
Sakshi Lunch Home,Restaurant,"Chinese,North Indian",-,450,Ghatkopar West,Mumbai
D.R. Family Restaurant,Restaurant,"North Indian,Chinese",3.0,300,Virar,Mumbai
Sukh Sagar,Restaurant,North Indian,3.2,350,Kalamboli,Mumbai
New Uncle Kitchen,Restaurant,Chinese,3.0,450,Upvan-- Thane West,Mumbai
Kuvo Munching Home,Restaurant,"North Indian,Chinese",3.4,500,Airoli,Mumbai
M - Aain Darbar,Restaurant,Chinese,3.0,250,CBD-Belapur,Mumbai
Pitruchaya Refreshment,Restaurant,"South Indian,Chinese",-,350,Kurla,Mumbai
Rajgarias Sweets & Snacks,Restaurant,Mithai,3.3,250,Peddar Road,Mumbai
Simply Momos,Restaurant,Street Food,-,200,Vasant Vihar-- Thane West,Mumbai
Dragon Chinese,Restaurant,"Chinese,Thai",3.1,400,Vashi,Mumbai
Ohh! Spicy,Restaurant,"Fast Food,Beverages",2.9,200,Majiwada-- Thane West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Fight For Fries,Restaurant,Fast Food,3.4,200,Kemps Corner,Mumbai
The Brownie Blast,Restaurant,Desserts,3.1,300,Dahisar East,Mumbai
Babumoshai,Restaurant,"Chinese,Fast Food",2.8,400,Hiranandani Estate-- Thane West,Mumbai
Pravin's Kitchen,Restaurant,North Indian,-,200,Kharghar,Mumbai
Dream Castle,Restaurant,"North Indian,Chinese",2.9,350,Dombivali West,Mumbai
Continental Cuisine,Restaurant,Chinese,-,300,Bhayandar,Mumbai
Chatkara's,Restaurant,North Indian,3.2,200,Chembur,Mumbai
Foodies Junction,Restaurant,Fast Food,3.1,300,Nerul,Mumbai
V Desi,Restaurant,"Street Food,South Indian,Fast Food,Italian",3.3,500,Panch Pakhadi-- Thane West,Mumbai
Farnandis Aunty's Delicious Sandwich & Pasta,Restaurant,"Continental,Wraps",3.0,200,Powai,Mumbai
Kulkarni Aunty's Authentic Snacks,Restaurant,"Maharashtrian,North Indian",3.0,300,Powai,Mumbai
Hotel Annapurna,Restaurant,"North Indian,Chinese",-,500,Nalasopara,Mumbai
Veggie,Restaurant,"Fast Food,Street Food",-,400,Virar,Mumbai
Super Fresh Juice Centre,Restaurant,Juices,-,200,Powai,Mumbai
Chatori Gali,Restaurant,"South Indian,Fast Food",3.0,150,Kurla,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
6 FT High Cafe & Biryani,Restaurant,"Biryani,Fast Food",3.3,400,Kharghar,Mumbai
China Spice,Restaurant,"Fast Food,Chinese",-,350,Virar,Mumbai
